mobile_speed,desktop_speed,h1_score,h2_score,h3_score,h4_score,h5_score,h6_score,text_score,title_score,desc_score,domain_score,path_score,alt_img_score,label
0.76,0.8,0.9520195905912566,0.4546891947799594,0.3845198812007966,0.0,0.0,0.0,0.8964106772297805,0.5084231239316649,0.30655229208765283,0.960530437548482,0.0,0.8122940087428735,Above average
0.76,0.8,0.9520195905912566,0.4546891947799594,0.3845198812007966,0.0,0.0,0.0,0.8964106772297805,0.5084231239316649,0.30655229208765283,0.960530437548482,0.0,0.8122940087428735,Above average
0.68,0.96,0.946345130946006,0.9594454742438144,0.9461612649338672,0.0,0.0,0.0,0.9159581834158476,0.9538398618063362,0.9340677465906486,0.0,0.0,0.9231638172155258,Below average
0.28,0.58,0.9598019660174923,0.864620655535608,0.0,0.4679628757525627,0.0,0.0,0.0,0.9585009235890782,0.9464075186384816,0.0,0.9584839133564088,0.0,Below average
0.62,0.92,0.9575635061398996,0.963181218235912,0.9580004131754144,0.0,0.0,0.0,0.9221795573664868,0.9279766371503524,0.934329957721999,0.0,0.0,0.9466757972177008,Average
0.62,0.92,0.9574888595622888,0.9629699938003248,0.9571894957105396,0.0,0.0,0.0,0.9241991517457954,0.9326618875730356,0.9315943817217018,0.0,0.0,0.9469478080306454, --
0.62,0.92,0.9574888595622888,0.9629699938003248,0.9571894957105396,0.0,0.0,0.0,0.9241991517457954,0.9326618875730356,0.9315943817217018,0.0,0.0,0.9469478080306454, --
0.31,0.6,0.9598019660368844,0.8664177148931558,0.0,0.4679628764813868,0.0,0.0,0.0,0.9585009236212318,0.9464075192571308,0.0,0.9584839136836092,0.0,Below average
0.28,0.58,0.9596519348685776,0.8218520247534585,0.0,0.4755348927251717,0.0,0.0,0.0,0.957994922171418,0.943835770147368,0.0,0.9577165733361992,0.0,Below average
0.62,0.92,0.944708702121946,0.9599402175440004,0.95540082642617,0.0,0.0,0.0,0.9152088590165258,0.9132221869195092,0.9306741974359236,0.0,0.0,0.9345364670111636,Below average
0.76,0.8,0.8333637803238574,0.7189126225971428,0.6392458660465994,0.0,0.0,0.0,0.8692080728141639,0.7646688747316891,0.6038226690138754,0.9608034695403724,0.0,0.8245440222163651,Above average
0.76,0.8,0.8333637803238574,0.7189126225971428,0.6392458660465994,0.0,0.0,0.0,0.8692080728141639,0.7646688747316891,0.6038226690138754,0.9608034695403724,0.0,0.8245440222163651,Above average
0.62,0.92,0.9429600608148481,0.9592374843412804,0.9549599336098396,0.0,0.0,0.0,0.9165325619738948,0.9213424855674338,0.9256336940351476,0.0,0.0,0.9334940343477408,Average
0.62,0.92,0.9413850343180578,0.9578663524518448,0.9545451233281236,0.0,0.0,0.0,0.9129807422548921,0.913034143180824,0.9359872403823536,0.0,0.0,0.9303207209068308,Average
0.62,0.92,0.9412038533579016,0.9588365081970184,0.9540765321740492,0.0,0.0,0.0,0.914909735236468,0.9024310696348586,0.9370331579553212,0.0,0.0,0.9314889189407692,Average
0.31,0.6,0.9596519350363408,0.8251567145556518,0.0,0.4755349122838158,0.0,0.0,0.0,0.9579949222002959,0.943835771619471,0.0,0.9577165735557922,0.0,Below average
0.62,0.92,0.9390738348710136,0.9563562955332624,0.9530586840141954,0.0,0.0,0.0,0.9159745949672348,0.9003761329039269,0.9296408384761068,0.0,0.0,0.9312002233287746,Average
0.62,0.92,0.9422088049105716,0.9506785118705928,0.9575471966017172,0.0,0.0,0.0,0.9075376898889126,0.9112331730151362,0.9251623279885548,0.0,0.0,0.9198443896847356,Average
0.62,0.92,0.951438505308925,0.9537324020248849,0.9581114592865608,0.0,0.0,0.0,0.9078795134043158,0.9234186848338648,0.8964520246588913,0.0,0.0,0.915617043249726,Below average
0.37,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.8666510622792766,0.9600890596679212,0.19636354661792987,0.0,0.9605788934329806,0.8313245145968381,Above average
0.37,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.8666510622792766,0.9600890596679212,0.19636354661792987,0.0,0.9605788934329806,0.8313245145968381,Above average
0.37,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.8666510603652811,0.9600890596268756,0.19636354661792987,0.0,0.9605788934551348,0.8313245145500883,Above average
0.37,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.8666510603652811,0.9600890596268756,0.19636354661792987,0.0,0.9605788934551348,0.8313245145500883,Above average
0.62,0.92,0.9460378952124976,0.95258588248353,0.9578312113360548,0.0,0.0,0.0,0.910610470994865,0.92714855034667,0.8947464161519151,0.0,0.0,0.911553800155264, --
0.62,0.92,0.9451739051909528,0.955383845686496,0.952622524335646,0.0,0.0,0.0,0.9054617598766282,0.8988619503480187,0.8963008909609175,0.0,0.0,0.9257312623445244,Average
0.62,0.92,0.944479464245042,0.9494212901636768,0.9570392866522608,0.0,0.0,0.0,0.9111365871758128,0.9137577092881056,0.9110720436988126,0.0,0.0,0.9099294919302982,Below average
0.62,0.92,0.9473004610275838,0.9504389165560876,0.9578381136302192,0.0,0.0,0.0,0.9050921077721228,0.916904178733532,0.8952604562602227,0.0,0.0,0.9125156637767724, --
0.62,0.92,0.9470884515450984,0.9494458490314868,0.9570605392543096,0.0,0.0,0.0,0.9082598810530036,0.9144886083494734,0.8938009488666806,0.0,0.0,0.9117255866089594, --
0.62,0.92,0.94482875820223,0.9490454857376108,0.9570399340339026,0.0,0.0,0.0,0.9087652523330538,0.9203005623586566,0.9018472816929396,0.0,0.0,0.9069434619094248, --
0.62,0.92,0.9510675135166962,0.9504363724142793,0.9572577233510676,0.0,0.0,0.0,0.9046445953449928,0.9150106670238568,0.8789138407409031,0.0,0.0,0.9118267103287032,Below average
0.62,0.92,0.9416745618464928,0.9485844730137304,0.9569694329443078,0.0,0.0,0.0,0.9061992107997396,0.9025812511086728,0.9102069015717024,0.0,0.0,0.9063051563200272,Average
0.62,0.92,0.9473923855002616,0.9484344667603004,0.957106218772682,0.0,0.0,0.0,0.90199029099788,0.9142624966339304,0.9004394631023085,0.0,0.0,0.9044441038862886, --
0.62,0.92,0.9426196617295126,0.9470113528020602,0.9552539683863364,0.0,0.0,0.0,0.9032046102401068,0.9000952871709322,0.919977113461957,0.0,0.0,0.9035112444023315, --
0.62,0.92,0.9421406633318417,0.9461119703440644,0.9548910415795976,0.0,0.0,0.0,0.9111354063582046,0.9029343817424454,0.9028832665652644,0.0,0.0,0.9036404646317272, --
0.62,0.92,0.9438991617091802,0.9448899322697484,0.9547304217247894,0.0,0.0,0.0,0.9053681598862908,0.8913241673253876,0.9116695827904278,0.0,0.0,0.9017306117439308,Below average
0.07,0.42,0.9587108025508144,0.9618693216244968,0.0,0.0,0.0,0.0,0.913602009700381,0.959361547916722,0.9529141908622534,0.7171465023881536,0.0,0.5648082850192512,Above average
0.8,0.98,0.8014741041905367,0.0,0.0,0.0,0.0,0.0,0.6292826866931978,0.0,0.6803580322310405,0.0,0.9307176344961636,0.0,Average
0.8,0.98,0.8056141210977068,0.0,0.0,0.0,0.0,0.0,0.6395319177844473,0.0,0.7508143918522483,0.0,0.9288058099084536,0.0,Average
0.8,0.98,0.8031782312244362,0.0,0.0,0.0,0.0,0.0,0.6409167267378987,0.0,0.7216299498263458,0.0,0.9315632181889316,0.0,Above average
0.11,0.32,0.9521925047457254,0.95710623078474,0.4150447636460353,0.0,0.21044526263434016,0.0,0.4744518005353683,0.9591647108927064,0.9533165306289159,0.0,0.0,0.9077922048526962,Above average
0.82,0.81,0.8014741006868058,0.0,0.0,0.0,0.0,0.0,0.6292826912689952,0.0,0.6803580322310405,0.0,0.9307176337805504,0.0,Average
0.82,0.81,0.8031782312244362,0.0,0.0,0.0,0.0,0.0,0.6409167338281601,0.0,0.7216299498263458,0.0,0.9315632181889316,0.0,Above average
0.65,0.94,0.9580637702747764,0.8983286374242775,0.6629340586426639,0.7278340900174859,0.0,0.0,0.4959079207387759,0.940820035082376,0.9462396933849964,0.0,0.9530419331903398,0.9095528468435324, --
0.65,0.94,0.9580637702747764,0.8983286374242775,0.6629340586426639,0.7278340900174859,0.0,0.0,0.4959079207387759,0.940820035082376,0.9462396933849964,0.0,0.9530419331903398,0.9095528468435324, --
0.82,0.81,0.8047558457693093,0.0,0.0,0.0,0.0,0.0,0.6766686128974212,0.0,0.7531892330168866,0.0,0.9291359256259086,0.0,Above average
0.43,0.92,0.9619494195525478,0.0,0.9205954491004662,0.5044979672376569,0.0,0.0,0.9449038043842222,0.9607671303498958,0.9571829286689436,0.0,0.9600279034939116,0.914827812306111,Above average
0.43,0.92,0.9619494195525478,0.0,0.9205954491004662,0.5044979672376569,0.0,0.0,0.9449038043842222,0.9607671303498958,0.9571829286689436,0.0,0.9600279034939116,0.914827812306111,Above average
0.66,0.93,0.9286095978588952,0.0,0.957106218660977,0.0,0.0,0.0,0.9420695479130424,0.9117770451498556,0.954438326560672,0.0,0.0,0.2704257841618571,Below average
0.66,0.93,0.9437292033394205,0.0,0.9554008264474186,0.0,0.0,0.0,0.9469502893083532,0.9361693775472404,0.9568299764686008,0.0,0.0,0.3062421245687083,Average
0.66,0.93,0.939605067143842,0.0,0.9593306558725656,0.0,0.0,0.0,0.9433852909522245,0.9239691044607016,0.9545189477344076,0.0,0.0,0.30161253880156635, --
0.59,0.92,0.9538458626483916,0.0,0.9571894957105396,0.0,0.0,0.0,0.9219476438389248,0.9518247213405984,0.9544730841765438,0.0,0.0,0.7207684179996591,Average
0.66,0.93,0.9390940649354712,0.0,0.9581114592866274,0.0,0.0,0.0,0.9433883050447188,0.9233564749835492,0.9546135289316816,0.0,0.0,0.30547819569852525,Below average
0.67,0.93,0.9596141596693,0.0,0.9540765321740492,0.0,0.0,0.0,0.9731964159785008,0.9547717064009882,0.9569794924119106,0.0,0.0,0.4479306110868007,Above average
0.34,0.64,0.6422627528647626,0.0,0.0,0.0,0.0,0.0,0.0,0.9480395570935936,0.925946912211408,0.0,0.9600568482510446,0.013795310753036414,Above average
0.66,0.92,0.9595130920698476,0.0,0.9549599336098396,0.0,0.0,0.0,0.969861129250818,0.9569662745870628,0.9569925329197512,0.0,0.0,0.4328723953713924,Average
0.66,0.92,0.9575791206040978,0.0,0.9578312113360548,0.0,0.0,0.0,0.9696837192471311,0.9530112847040372,0.951542909287384,0.0,0.0,0.43142305611951337,Average
0.64,0.94,0.9593273993665601,0.0,0.9573543141959788,0.0,0.0,0.0,0.9710141636144006,0.954916480848716,0.9576797960448238,0.0,0.0,0.4684131768123588,Average
0.64,0.91,0.9604766919136198,0.0,0.9549165647880102,0.0,0.0,0.0,0.9522746326638882,0.956822674158176,0.9548903908509582,0.0,0.0,0.3429313101943719,Average
0.67,0.93,0.9568983048835789,0.0,0.9575471966017172,0.0,0.0,0.0,0.9499332410848894,0.9473929239108988,0.9547541967488322,0.0,0.0,0.4466794587597704,Average
0.67,0.93,0.9547928244784726,0.0,0.9552539683863364,0.0,0.0,0.0,0.9472123578385392,0.9456788053160278,0.9550943561369012,0.0,0.0,0.4026607340237553, --
0.11,0.32,0.9217297597394496,0.30546511154961475,0.6511903832480594,0.0,0.11304900005976296,0.0,0.4332666007955826,0.3150593957994491,0.9263333724668928,0.0,0.0,0.7040722785998664,Average
0.64,0.94,0.9587727133096264,0.0,0.9551874589102444,0.0,0.0,0.0,0.9706407327090164,0.9543252202435792,0.9573357445503788,0.0,0.0,0.4615198483383419,Average
0.66,0.92,0.9552486967457116,0.0,0.9570399340339026,0.0,0.0,0.0,0.9692384002089734,0.9510175937607148,0.9478326276313448,0.0,0.0,0.4466332616825675, --
0.66,0.88,0.9608860082134196,0.0,0.9548910415795976,0.0,0.0,0.0,0.9559972983380828,0.9586741031833816,0.9513022655121972,0.0,0.0,0.38311369130204376, --
0.66,0.88,0.9618878550196676,0.0,0.9530586840141954,0.0,0.0,0.0,0.9714643016245648,0.9591041571275666,0.9523140788149888,0.0,0.0,0.4143244104231809,Average
0.66,0.88,0.9618811461713794,0.0,0.9570392866522608,0.0,0.0,0.0,0.9562631655965126,0.9587785984955874,0.9512397752634556,0.0,0.0,0.4143093579965225,Below average
0.64,0.91,0.959953058198082,0.0,0.9570605392543096,0.0,0.0,0.0,0.9459556263417664,0.9569700192815224,0.9515716985276778,0.0,0.0,0.3749276305934624, --
0.64,0.91,0.9606382903642308,0.0,0.9591248599363194,0.0,0.0,0.0,0.9485593926372524,0.9570919147651008,0.952463354273458,0.0,0.0,0.4667331915973351, --
0.11,0.32,0.9134344320556256,0.3511033535545076,0.6809472200034958,0.0,0.32868958073844395,0.0,0.3071505262395253,0.8869694163137071,0.9227368828663058,0.0,0.0,0.6522588646731079,Average
0.63,0.92,0.9547101545957416,0.0,0.9569694329443078,0.0,0.0,0.0,0.9695799574949078,0.9478026357600398,0.947505238758848,0.0,0.0,0.447375102277762,Average
0.52,0.91,0.9608576031908732,0.0,0.952622524335646,0.0,0.0,0.0,0.9757330414947908,0.9552652958835548,0.9534786888359588,0.0,0.0,0.3050576345062606,Average
0.07,0.42,0.931351941713936,0.9577365670109094,0.0,0.0,0.0,0.0,0.8991880952935045,0.9370823747053142,0.9419552425536694,0.0,0.0,0.0,Above average
0.32,0.61,0.6332743673122426,0.7696291571067458,0.0,0.3994434007984885,0.0,0.0,0.0,0.9580927113332804,0.9568466339487216,0.0,0.4109509542522517,0.0,Below average
0.63,0.92,0.9535177159386196,0.0,0.9547304217247894,0.0,0.0,0.0,0.953538458662568,0.9450697515412236,0.9471817905145647,0.0,0.0,0.4595647706015222,Average
0.07,0.42,0.9318085114396848,0.9578745262253641,0.0,0.0,0.0,0.0,0.8916849069433612,0.9410430171385328,0.940473969829394,0.0,0.0,0.0, --
0.07,0.42,0.9231515142609454,0.9553706473397168,0.0,0.0,0.0,0.0,0.8865345107201542,0.943666254358958,0.9374661258782052,0.0,0.0,0.0, --
0.07,0.42,0.9231515142609454,0.9553706473397168,0.0,0.0,0.0,0.0,0.8865345107201542,0.943666254358958,0.9374661258782052,0.0,0.0,0.0, --
0.24,0.53,0.4725212775538794,0.8181604345467083,0.0,0.5145782077529218,0.0,0.0,0.19380392523886,0.9571909600841816,0.9522170244877198,0.0,0.7673898863191648,0.0,Below average
0.52,0.91,0.9599177607462176,0.0,0.9572577233510676,0.0,0.0,0.0,0.9749203509195816,0.9549155727895018,0.9520642143517972,0.0,0.0,0.5072390984659068,Average
0.66,0.76,0.9573195654408556,0.0,0.9553573641745928,0.0,0.0,0.0,0.86622468039122,0.9532055153094487,0.9432799686405604,0.0,0.0,0.4092654842992607,Average
0.66,0.76,0.954889252007392,0.0,0.9578381136302192,0.0,0.0,0.0,0.8465976578209158,0.9517414812673248,0.92819705099052,0.0,0.0,0.3659168437931583, --
0.07,0.42,0.9594823394052938,0.9619384822324856,0.0,0.0,0.0,0.0,0.9420978950498125,0.95992628843051,0.9544471118859408,0.5777353892917727,0.0,0.4914910489842653,Above average
0.8,0.98,0.4212882110469862,0.0,0.0,0.0,0.0,0.0,0.6862842732262242,0.2595514392564424,0.9277726364463934,0.0,0.961864473681588,0.0,Above average
0.65,0.94,0.9570780366853804,0.8909670666103793,0.639845021590976,0.6917153048774884,0.0,0.0,0.5492784636257071,0.935217333030106,0.9435755303753748,0.0,0.9452058420382284,0.9056235191455873, --
0.36,0.92,0.9619494195525478,0.0,0.9370614622461679,0.39173920439095217,0.0,0.0,0.905495703914872,0.9575659873389132,0.9525879565311908,0.0,0.957908254615958,0.8976395438716943,Above average
0.14,0.46,0.8956744878310892,0.8744383382190737,0.7293020519005876,0.0,0.0,0.0,0.9037549741869326,0.8956744878310892,0.0,0.0,0.8956744878310892,0.7625769866747949,Average
0.82,0.81,0.4212882110469862,0.0,0.0,0.0,0.0,0.0,0.6862842791802396,0.2595514753261895,0.9277726364463934,0.0,0.961864473681588,0.0,Above average
0.34,0.64,0.7831994073107169,0.0,0.0,0.0,0.0,0.0,0.0,0.9527633336697942,0.9338314645059872,0.0,0.9618781105737222,0.09506865493450066,Above average
0.34,0.64,0.7831994073107169,0.0,0.0,0.0,0.0,0.0,0.0,0.9527633336697942,0.9338314645059872,0.0,0.9618781105737222,0.09506865493450066,Above average
0.11,0.32,0.9322510957633696,0.4538448211810939,0.6962226347324935,0.0,0.1398786182798631,0.0,0.510182367703215,0.4167512407883868,0.9325667194667198,0.0,0.0,0.7465125626440939,Average
0.14,0.46,0.8158752624484872,0.8685089263566567,0.8239782287215608,0.0,0.0,0.0,0.9061396440026304,0.8158752624484872,0.0,0.0,0.8158752624484872,0.6440035208492573,Below average
0.16,0.46,0.7252633817099108,0.9687679779852096,0.0,0.0,0.0,0.0,0.9476525055068844,0.7252633817099108,0.0,0.0,0.7252633817099108,0.941821226637343,Average
0.8,0.98,0.952926833339428,0.16532952172752066,0.0,0.0,0.0,0.0,0.5258998112291784,0.1215756984862632,0.8813687632318847,0.0,0.9607104027249652,0.0,Average
0.76,0.8,0.40575419962505743,0.3175058445392813,0.5240797377702602,0.0,0.0,0.0,0.5458623793087044,0.9472067723509772,0.9074319710221264,0.676352606373103,0.0,0.7999457712935539,Above average
0.68,0.96,0.6832480243497104,0.9391171644186128,0.8233441200855309,0.0,0.0,0.0,0.8670166376742516,0.7776257433871363,0.6526460039672101,0.0,0.0,0.8991951059553659, --
0.68,0.96,0.6832480243497104,0.9391171644186128,0.8233441200855309,0.0,0.0,0.0,0.8670166376742516,0.7776257433871363,0.6526460039672101,0.0,0.0,0.8991951059553659, --
0.68,0.96,0.6832480243497104,0.9391171644186128,0.8233441200855309,0.0,0.0,0.0,0.8670166376742516,0.7776257433871363,0.6526460039672101,0.0,0.0,0.8991951059553659, --
0.68,0.96,0.6832480243497104,0.9391171644186128,0.8233441200855309,0.0,0.0,0.0,0.8670166376742516,0.7776257433871363,0.6526460039672101,0.0,0.0,0.8991951059553659, --
0.68,0.96,0.6832480243497104,0.9391171644186128,0.8233441200855309,0.0,0.0,0.0,0.8670166376742516,0.7776257433871363,0.6526460039672101,0.0,0.0,0.8991951059553659, --
0.68,0.96,0.6832480243497104,0.9391171644186128,0.8233441200855309,0.0,0.0,0.0,0.8670166376742516,0.7776257433871363,0.6526460039672101,0.0,0.0,0.8991951059553659, --
0.68,0.96,0.6832480243497104,0.9391171644186128,0.8233441200855309,0.0,0.0,0.0,0.8670166376742516,0.7776257433871363,0.6526460039672101,0.0,0.0,0.8991951059553659, --
0.68,0.96,0.6832480243497104,0.9391171644186128,0.8233441200855309,0.0,0.0,0.0,0.8670166376742516,0.7776257433871363,0.6526460039672101,0.0,0.0,0.8991951059553659, --
0.68,0.96,0.6832480243497104,0.9391171644186128,0.8233441200855309,0.0,0.0,0.0,0.8670166376742516,0.7776257433871363,0.6526460039672101,0.0,0.0,0.8991951059553659, --
0.68,0.96,0.6832480243497104,0.9391171644186128,0.8233441200855309,0.0,0.0,0.0,0.8670166376742516,0.7776257433871363,0.6526460039672101,0.0,0.0,0.8991951059553659, --
0.68,0.96,0.6832480243497104,0.9391171644186128,0.8233441200855309,0.0,0.0,0.0,0.8670166376742516,0.7776257433871363,0.6526460039672101,0.0,0.0,0.8991951059553659, --
0.68,0.96,0.6832480243497104,0.9391171644186128,0.8233441200855309,0.0,0.0,0.0,0.8670166376742516,0.7776257433871363,0.6526460039672101,0.0,0.0,0.8991951059553659, --
0.68,0.96,0.6832480243497104,0.9391171644186128,0.8233441200855309,0.0,0.0,0.0,0.8670166376742516,0.7776257433871363,0.6526460039672101,0.0,0.0,0.8991951059553659, --
0.68,0.96,0.6832480243497104,0.9391171644186128,0.8233441200855309,0.0,0.0,0.0,0.8670166376742516,0.7776257433871363,0.6526460039672101,0.0,0.0,0.8991951059553659, --
0.68,0.96,0.6832480243497104,0.9391171644186128,0.8233441200855309,0.0,0.0,0.0,0.8670166376742516,0.7776257433871363,0.6526460039672101,0.0,0.0,0.8991951059553659, --
0.68,0.96,0.6832480243497104,0.9391171644186128,0.8233441200855309,0.0,0.0,0.0,0.8670166376742516,0.7776257433871363,0.6526460039672101,0.0,0.0,0.8991951059553659, --
0.68,0.96,0.6832480243497104,0.9391171644186128,0.8233441200855309,0.0,0.0,0.0,0.8670166376742516,0.7776257433871363,0.6526460039672101,0.0,0.0,0.8991951059553659, --
0.68,0.96,0.6832480243497104,0.9391171644186128,0.8233441200855309,0.0,0.0,0.0,0.8670166376742516,0.7776257433871363,0.6526460039672101,0.0,0.0,0.8991951059553659, --
0.68,0.96,0.6832480243497104,0.9391171644186128,0.8233441200855309,0.0,0.0,0.0,0.8670166376742516,0.7776257433871363,0.6526460039672101,0.0,0.0,0.8991951059553659, --
0.82,0.81,0.952926833339428,0.16532952172752066,0.0,0.0,0.0,0.0,0.5258998290631491,0.12157567768502152,0.8813687672143791,0.0,0.9607104027249652,0.0,Average
0.63,0.88,0.9149344824879264,0.0,0.0,0.0,0.0,0.0,0.0,0.9149344824879264,0.7256342656701301,0.0,0.7725416804460771,0.0,Above average
0.63,0.88,0.9149344824879264,0.0,0.0,0.0,0.0,0.0,0.0,0.9149344824879264,0.7256342656701301,0.0,0.7725416804460771,0.0,Above average
0.07,0.42,0.9526024504016628,0.9594748602534692,0.0,0.0,0.0,0.0,0.9348922774270664,0.9546965792058528,0.944741141816428,0.4516139277704962,0.0,0.3659546441812432,Above average
0.07,0.42,0.9526024504016628,0.9594748602534692,0.0,0.0,0.0,0.0,0.9348922774270664,0.9546965792058528,0.944741141816428,0.4516139277704962,0.0,0.3659546441812432,Above average
0.07,0.42,0.9508227420438696,0.9587742784314472,0.0,0.0,0.0,0.0,0.9301335902720425,0.9541657645402972,0.94380474514538,0.4417363303595972,0.0,0.3308516963101817,Above average
0.07,0.42,0.9508227420438696,0.9587742784314472,0.0,0.0,0.0,0.0,0.9301335902720425,0.9541657645402972,0.94380474514538,0.4417363303595972,0.0,0.3308516963101817,Above average
0.78,0.97,0.15140257075109334,0.0,0.6730347498609308,0.0,0.0,0.0,0.8393990101636408,0.9586294739177054,0.9425258016001749,0.0,0.5898063932423692,0.13183727590316036,Average
0.8,0.98,0.953054789695593,0.18571503721248966,0.0,0.0,0.0,0.0,0.5738117892497829,0.13158867986576345,0.8912107207791525,0.0,0.9607837954177988,0.0,Above average
0.8,0.98,0.953054789695593,0.18571503721248966,0.0,0.0,0.0,0.0,0.5738117892497829,0.13158867986576345,0.8912107207791525,0.0,0.9607837954177988,0.0,Above average
